,,,,,,,,,,,,,,,,
1,2021,일반,1학기,5115001,01,창의공학설계,2,전공필수,,B+,7,일반성적,0,,,
2,2021,일반,1학기,5115002,01,미래설계탐색,1,전공필수,,A+,4.5,일반성적,0,,,
3,2021,일반,1학기,0911001,17,역사와 비판적 사고,3,교양선택,개신기초교양,A+,13.5,일반성적,0,,,
4,2021,일반,1학기,0913002,19,영어읽기와 토론(영어Ⅰ),3,교양선택,개신기초교양,A+,13.5,일반성적,0,,,
5,2021,일반,1학기,0914004,04,정보기술 프로그래밍,3,교양선택,개신기초교양,A+,13.5,일반성적,0,,,
6,2021,일반,1학기,0941002,28,수학I,3,교양선택,자연이공계기초과학,B0,9,일반성적,0,,,
7,2021,일반,1학기,0941006,11,일반물리학및실험 I,3,교양선택,자연이공계기초과학,B+,10.5,일반성적,0,,,
